STREET,CITY,ZIP-CODE,BEDROOMS,BATHS,AREA(SQ-FT),PRICE,PRICE/SQ-FT,PROPERTY AGE,LOCALITY RATING,TYPE,SALE-DAY,SALE DATE,LATTITUDE,LONGITUDE
2426 RASHAWN DR,RANCHO CORDOVA,95670,2,1,911,115000,126.23,23,5,Residential,Friday,16-May,38.610852,-121.273278
4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,1,1,846,115000,135.93,18,7,Condo,Friday,16-May,38.658812,-121.542345
3409 VIRGO ST,SACRAMENTO,95827,3,2,1320,115500,87.5,20,8,Residential,Friday,16-May,38.563402,-121.327747
1110 PINEDALE AVE,SACRAMENTO,95838,3,2,1410,115620,82,12,6,Residential,Friday,16-May,38.660173,-121.440216
2361 LA LOMA DR,RANCHO CORDOVA,95670,3,2,1115,116000,104.04,16,7,Residential,Friday,16-May,38.59368,-121.316054
1455 64TH AVE,SACRAMENTO,95822,3,2,1169,122000,104.36,22,8,Residential,Friday,16-May,38.492177,-121.503392
7328 SPRINGMAN ST,SACRAMENTO,95822,3,2,1164,122500,105.24,12,3,Residential,Friday,16-May,38.491991,-121.477636
119 SAINT MARIE CIR,SACRAMENTO,95823,4,2,1341,123000,91.72,20,9,Residential,Friday,16-May,38.481454,-121.446644
12 COSTA BRASE CT,SACRAMENTO,95838,3,2,1219,124000,101.72,6,6,Residential,Friday,16-May,38.655554,-121.464275
6813 SCOTER WAY,SACRAMENTO,95842,4,2,1127,124000,110.03,18,2,Residential,Friday,16-May,38.69043,-121.361035
6548 GRAYLOCK LN,NORTH HIGHLANDS,95660,3,2,1272,124413,97.81,11,6,Residential,Friday,16-May,38.686061,-121.369949
1630 GLIDDEN AVE,SACRAMENTO,95822,4,2,1253,125000,99.76,21,3,Residential,Friday,16-May,38.482717,-121.499683
7825 DALEWOODS WAY,SACRAMENTO,95828,3,2,1120,130000,116.07,16,5,Residential,Friday,16-May,38.477297,-121.411513
4073 TRESLER AVE,NORTH HIGHLANDS,95660,2,2,1118,131750,117.84,14,8,Residential,Friday,16-May,38.659016,-121.370457
4288 DYMIC WAY,SACRAMENTO,95838,4,3,1890,137721,72.87,20,2,Residential,Friday,16-May,38.646541,-121.441139
1158 SAN IGNACIO WAY,SACRAMENTO,95833,3,2,1260,137760,109.33,23,9,Residential,Friday,16-May,38.623045,-121.486279
4904 J PKWY,SACRAMENTO,95823,3,2,1400,138000,98.57,22,5,Residential,Friday,16-May,38.487297,-121.44295
2931 HOWE AVE,SACRAMENTO,95821,3,1,1264,140000,110.76,7,2,Residential,Friday,16-May,38.619012,-121.415329
5531 JANSEN DR,SACRAMENTO,95824,3,1,1060,145000,136.79,11,6,Residential,Friday,16-May,38.522015,-121.438713
7836 ORCHARD WOODS CIR,SACRAMENTO,95828,2,2,1132,145000,128.09,25,4,Residential,Friday,16-May,38.47955,-121.410867
4055 DEERBROOK DR,SACRAMENTO,95823,3,2,1466,150000,102.32,7,8,Residential,Friday,16-May,38.472117,-121.459589
9937 BURLINE ST,SACRAMENTO,95827,3,2,1092,150000,137.36,23,4,Residential,Friday,16-May,38.559641,-121.32316
6948 MIRADOR WAY,SACRAMENTO,95828,4,2,1628,151000,92.75,17,8,Residential,Friday,16-May,38.493484,-121.42035
4909 RUGER CT,SACRAMENTO,95842,3,2,960,155000,161.46,22,6,Residential,Friday,16-May,38.68747,-121.349234
7204 KERSTEN ST,CITRUS HEIGHTS,95621,3,2,1075,155800,144.93,24,4,Residential,Friday,16-May,38.695863,-121.300814
3150 ROSEMONT DR,SACRAMENTO,95826,3,2,1428,156142,109.34,24,3,Residential,Friday,16-May,38.554927,-121.35521
8200 STEINBECK WAY,SACRAMENTO,95828,4,2,1358,158000,116.35,13,3,Residential,Friday,16-May,38.474854,-121.404726
8198 STEVENSON AVE,SACRAMENTO,95828,6,4,2475,159900,64.61,9,5,Multi-Family,Friday,16-May,38.465271,-121.40426
6824 OLIVE TREE WAY,CITRUS HEIGHTS,95610,3,2,1410,160000,113.48,21,4,Residential,Friday,16-May,38.689239,-121.267737
3536 SUN MAIDEN WAY,ANTELOPE,95843,3,2,1711,161500,94.39,18,8,Residential,Friday,16-May,38.70968,-121.382328
4517 OLYMPIAD WAY,SACRAMENTO,95826,4,2,1483,161600,108.97,20,3,Residential,Friday,16-May,38.536751,-121.359154
925 COBDEN CT,GALT,95632,3,2,1140,162000,142.11,7,9,Residential,Friday,16-May,38.282047,-121.295812
8225 SCOTTSDALE DR,SACRAMENTO,95828,4,2,1549,165000,106.52,12,5,Residential,Friday,16-May,38.487864,-121.402476
8758 LEMAS RD,SACRAMENTO,95828,3,2,1410,165000,117.02,6,2,Residential,Friday,16-May,38.467487,-121.377055
6121 ALPINESPRING WAY,ELK GROVE,95758,3,2,1240,167293,134.91,18,8,Residential,Friday,16-May,38.434075,-121.432623
5937 YORK GLEN WAY,SACRAMENTO,95842,5,2,1712,168000,98.13,20,9,Residential,Friday,16-May,38.677003,-121.354454
6417 SUNNYFIELD WAY,SACRAMENTO,95823,4,2,1580,168000,106.33,8,2,Residential,Friday,16-May,38.449153,-121.428272
4008 GREY LIVERY WAY,ANTELOPE,95843,3,2,1669,168750,101.11,8,5,Residential,Friday,16-May,38.71846,-121.370862
8920 ROSETTA CIR,SACRAMENTO,95826,3,1,1029,168750,163.99,24,6,Residential,Friday,16-May,38.544374,-121.370874
8300 LICHEN DR,CITRUS HEIGHTS,95621,3,1,1103,170000,154.13,23,3,Residential,Friday,16-May,38.71641,-121.306239
8884 AMBERJACK WAY,SACRAMENTO,95828,3,2,2161,170250,78.78,10,8,Residential,Friday,16-May,38.479343,-121.372553
4480 VALLEY HI DR,SACRAMENTO,95823,3,2,1650,173000,104.85,20,7,Residential,Friday,16-May,38.466781,-121.450955
2250 FOREBAY RD,POLLOCK PINES,95726,3,1,1320,175000,132.58,8,9,Residential,Friday,16-May,38.77491,-120.597599
3529 FABERGE WAY,SACRAMENTO,95826,3,2,1200,176095,146.75,25,2,Residential,Friday,16-May,38.553275,-121.346218
1792 DAWNELLE WAY,SACRAMENTO,95835,3,2,1170,176250,150.64,11,3,Residential,Friday,16-May,38.68271,-121.501697
7800 TABARE CT,CITRUS HEIGHTS,95621,3,2,1199,178000,148.46,22,6,Residential,Friday,16-May,38.70799,-121.302979
8531 HERMITAGE WAY,SACRAMENTO,95823,4,2,1695,179000,105.6,7,7,Residential,Friday,16-May,38.448452,-121.428536
2421 BERRYWOOD DR,RANCHO CORDOVA,95670,3,2,1157,180000,155.57,7,8,Residential,Friday,16-May,38.60868,-121.27849
1005 MORENO WAY,SACRAMENTO,95838,3,2,1410,180000,127.66,6,4,Residential,Friday,16-May,38.646206,-121.442767
1675 VERNON ST Unit 24,ROSEVILLE,95678,3,2,1174,180000,153.32,10,4,Residential,Friday,16-May,38.734136,-121.299639
24 WINDCHIME CT,SACRAMENTO,95823,3,2,1593,181000,113.62,21,8,Residential,Friday,16-May,38.44617,-121.427824
540 HARLING CT,RIO LINDA,95673,3,2,1093,182000,166.51,20,4,Residential,Friday,16-May,38.68279,-121.453509
1207 CRESCENDO DR,ROSEVILLE,95678,3,2,1770,182587,103.16,13,3,Residential,Friday,16-May,38.72446,-121.292829
7577 EDDYLEE WAY,SACRAMENTO,95822,4,2,1436,185074,128.88,22,3,Residential,Friday,16-May,38.48291,-121.491509
8369 FOPPIANO WAY,SACRAMENTO,95829,3,2,1124,185833,165.33,20,5,Residential,Friday,16-May,38.453839,-121.357919
8817 SAWTELLE WAY,SACRAMENTO,95826,4,2,1139,186785,163.99,5,7,Residential,Friday,16-May,38.565322,-121.374251
1910 BONAVISTA WAY,SACRAMENTO,95832,3,2,1638,187000,114.16,25,9,Residential,Friday,16-May,38.476048,-121.494961
8 TIDE CT,SACRAMENTO,95833,3,2,1328,188335,141.82,25,3,Residential,Friday,16-May,38.609864,-121.492304
8952 ROCKY CREEK CT,ELK GROVE,95758,3,2,1273,190000,149.25,10,5,Residential,Friday,16-May,38.431239,-121.44001
435 EXCHANGE ST,SACRAMENTO,95838,3,1,1082,190000,175.6,16,3,Residential,Friday,16-May,38.659434,-121.455236
10105 MONTE VALLO CT,SACRAMENTO,95827,4,2,1578,190000,120.41,14,9,Residential,Friday,16-May,38.573917,-121.316916
3930 ANNABELLE AVE,ROSEVILLE,95661,2,1,796,190000,238.69,24,7,Residential,Friday,16-May,38.727609,-121.226494
4854 TANGERINE AVE,SACRAMENTO,95823,3,2,1386,191250,137.99,18,2,Residential,Friday,16-May,38.478239,-121.446326
2909 SHAWN WAY,RANCHO CORDOVA,95670,3,2,1452,193000,132.92,22,7,Residential,Friday,16-May,38.589925,-121.299059
4290 BLACKFORD WAY,SACRAMENTO,95823,3,2,1513,193500,127.89,7,7,Residential,Friday,16-May,38.470494,-121.454162
5890 TT TRAK,FORESTHILL,95631,3,3,1499,194818,129.97,24,2,Residential,Friday,16-May,39.020808,-120.821518
7015 WOODSIDE DR,SACRAMENTO,95842,4,2,1578,195000,123.57,5,7,Residential,Friday,16-May,38.693071,-121.332365
6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,4,3,1736,195000,112.33,5,4,Residential,Friday,16-May,38.676437,-121.279165
3330 VILLAGE CT,CAMERON PARK,95682,2,2,1659,195000,117.54,25,2,Residential,Friday,16-May,38.690504,-120.996245
2561 VERNA WAY,SACRAMENTO,95821,3,1,1473,195000,132.38,5,5,Residential,Friday,16-May,38.611055,-121.369964
3522 22ND AVE,SACRAMENTO,95820,3,1,1150,198000,172.17,8,8,Residential,Friday,16-May,38.532725,-121.469078
2880 CANDIDO DR,SACRAMENTO,95833,3,2,1127,199900,177.37,21,6,Residential,Friday,16-May,38.618019,-121.510215
6908 PIN OAK CT,FAIR OAKS,95628,3,1,1144,200000,174.83,22,9,Residential,Friday,16-May,38.66424,-121.303675
5733 ANGELINA AVE,CARMICHAEL,95608,3,1,972,201000,206.79,7,8,Residential,Friday,16-May,38.622634,-121.330846
7849 BONNY DOWNS WAY,ELK GROVE,95758,4,2,2306,204918,88.86,6,3,Residential,Friday,16-May,38.42139,-121.411339
8716 LONGSPUR WAY,ANTELOPE,95843,3,2,1479,205000,138.61,25,7,Residential,Friday,16-May,38.724083,-121.3584
6320 EL DORADO ST,EL DORADO,95623,2,1,1040,205000,197.12,15,7,Residential,Friday,16-May,38.678758,-120.844118
2328 DOROTHY JUNE WAY,SACRAMENTO,95838,3,2,1430,205878,143.97,24,7,Residential,Friday,16-May,38.641727,-121.412703
1986 DANVERS WAY,SACRAMENTO,95832,4,2,1800,207000,115,21,4,Residential,Friday,16-May,38.47723,-121.492568
7901 GAZELLE TRAIL WAY,ANTELOPE,95843,4,2,1953,207744,106.37,22,8,Residential,Friday,16-May,38.71174,-121.342675
6080 BRIDGECROSS DR,SACRAMENTO,95835,3,2,1120,209000,186.61,7,9,Residential,Friday,16-May,38.681952,-121.505009
20 GROTH CIR,SACRAMENTO,95834,3,2,1232,210000,170.45,9,2,Residential,Friday,16-May,38.640807,-121.533522
1900 DANBROOK DR,SACRAMENTO,95835,1,1,984,210944,214.37,11,9,Condo,Friday,16-May,38.668433,-121.503471
140 VENTO CT,ROSEVILLE,95678,3,2,999,212500,212.71,8,4,Condo,Friday,16-May,38.793533,-121.289685
8442 KEUSMAN ST,ELK GROVE,95758,4,2,2329,213750,91.78,14,8,Residential,Friday,16-May,38.449651,-121.414704
9552 SUNLIGHT LN,ELK GROVE,95758,3,2,1351,215000,159.14,12,4,Residential,Friday,16-May,38.410561,-121.404327
2733 YUMA CT,CAMERON PARK,95682,2,2,1250,215000,172,25,6,Residential,Friday,16-May,38.691215,-120.994949
1407 TIFFANY CIR,ROSEVILLE,95661,4,1,1376,215000,156.25,22,5,Residential,Friday,16-May,38.736392,-121.2664
636 CRESTVIEW DR,DIAMOND SPRINGS,95619,3,2,1300,216033,166.18,19,2,Residential,Friday,16-May,38.688255,-120.810235
1528 HESKET WAY,SACRAMENTO,95825,4,2,1566,220000,140.49,16,7,Residential,Friday,16-May,38.593598,-121.403637
2327 32ND ST,SACRAMENTO,95817,2,1,1115,220000,197.31,20,8,Residential,Friday,16-May,38.557433,-121.47034
1833 2ND AVE,SACRAMENTO,95818,2,1,1032,220000,213.18,10,2,Residential,Friday,16-May,38.556818,-121.490669
7252 CARRIAGE DR,CITRUS HEIGHTS,95621,4,2,1419,220000,155.04,18,7,Residential,Friday,16-May,38.698058,-121.294893
9815 PASO FINO WAY,ELK GROVE,95757,3,2,1261,220000,174.46,21,7,Residential,Friday,16-May,38.404888,-121.443998
5532 ENGLE RD,CARMICHAEL,95608,2,2,1637,220702,134.82,18,6,Residential,Friday,16-May,38.63173,-121.335286
1139 CLINTON RD,SACRAMENTO,95825,4,2,1776,221250,124.58,20,5,Multi-Family,Friday,16-May,38.585291,-121.406824
9176 SAGE GLEN WAY,ELK GROVE,95758,3,2,1338,222000,165.92,13,8,Residential,Friday,16-May,38.423913,-121.439115
9967 HATHERTON WAY,ELK GROVE,95757,3,2,1339,222500,166.17,8,7,Residential,Friday,16-May,38.3052,-121.4033
9264 BOULDER RIVER WAY,ELK GROVE,95624,5,2,2254,222750,98.82,16,4,Residential,Friday,16-May,38.421713,-121.345191
320 GROTH CIR,SACRAMENTO,95834,3,2,1441,225000,156.14,24,9,Residential,Friday,16-May,38.638882,-121.531883
137 GUNNISON AVE,SACRAMENTO,95838,4,2,1991,225000,113.01,5,9,Residential,Friday,16-May,38.650729,-121.466483
8209 RIVALLO WAY,SACRAMENTO,95829,4,3,2126,228750,107.6,24,6,Residential,Friday,16-May,38.459524,-121.3501
8637 PERIWINKLE CIR,ELK GROVE,95624,3,2,1094,229000,209.32,13,2,Residential,Friday,16-May,38.443184,-121.364388
3425 MEADOW WAY,ROCKLIN,95677,3,2,1462,230095,157.38,22,8,Residential,Friday,16-May,38.798028,-121.235364
107 JARVIS CIR,SACRAMENTO,95834,5,3,2258,232500,102.97,14,2,Residential,Friday,16-May,38.639891,-121.537603
2319 THORES ST,RANCHO CORDOVA,95670,3,2,1074,233000,216.95,22,2,Residential,Friday,16-May,38.59675,-121.312716
8935 MOUNTAIN HOME CT,ELK GROVE,95624,4,2,2111,233500,110.61,22,4,Residential,Friday,16-May,38.38751,-121.370276
2566 SERENATA WAY,SACRAMENTO,95835,3,2,1686,239000,141.76,10,6,Residential,Friday,16-May,38.671556,-121.520916
4085 COUNTRY DR,ANTELOPE,95843,4,3,1915,240000,125.33,5,6,Residential,Friday,16-May,38.706209,-121.369509
9297 TROUT WAY,ELK GROVE,95624,4,2,2367,240000,101.39,16,7,Residential,Friday,16-May,38.420637,-121.375798
7 ARCHIBALD CT,SACRAMENTO,95823,3,2,1962,240971,122.82,8,4,Residential,Friday,16-May,38.443305,-121.435296
11130 EEL RIVER CT,RANCHO CORDOVA,95670,2,2,1406,242000,172.12,11,8,Residential,Friday,16-May,38.625932,-121.271517
8323 REDBANK WAY,SACRAMENTO,95829,3,2,1789,243450,136.08,6,8,Residential,Friday,16-May,38.455753,-121.349273
16 BRONCO CREEK CT,SACRAMENTO,95835,4,2,1876,243500,129.8,11,2,Residential,Friday,16-May,38.674226,-121.525497
8316 NORTHAM DR,ANTELOPE,95843,3,2,1235,246544,199.63,24,2,Residential,Friday,16-May,38.720767,-121.376678
4240 WINJE DR,ANTELOPE,95843,4,2,2504,246750,98.54,19,6,Residential,Friday,16-May,38.70884,-121.359559
3569 SODA WAY,SACRAMENTO,95834,4,2,2499,247000,98.84,18,9,Residential,Friday,16-May,38.631139,-121.501879
5118 ROBANDER ST,CARMICHAEL,95608,3,2,1676,247000,147.37,7,8,Residential,Friday,16-May,38.657267,-121.310352
5976 KYLENCH CT,CITRUS HEIGHTS,95621,3,2,1367,249000,182.15,8,8,Residential,Friday,16-May,38.708966,-121.32467
9247 DELAIR WAY,ELK GROVE,95758,4,3,1899,249000,131.12,18,3,Residential,Friday,16-May,38.422241,-121.458022
9054 DESCENDANT DR,ELK GROVE,95758,3,2,1636,250000,152.81,25,5,Residential,Friday,16-May,38.428852,-121.415628
3450 WHITNOR CT,SACRAMENTO,95821,3,2,1828,250000,136.76,10,5,Residential,Friday,16-May,38.627698,-121.369698
6288 LONETREE BLVD,ROCKLIN,95765,3,3,1799,250000,138.97,7,2,Residential,Friday,16-May,38.804993,-121.293609
9355 MATADOR WAY,SACRAMENTO,95826,4,2,1438,252000,175.24,21,5,Residential,Friday,16-May,38.555633,-121.350691
8671 SUMMER SUN WAY,ELK GROVE,95624,3,2,1451,255000,175.74,15,7,Residential,Friday,16-May,38.442845,-121.373272
1890 GENEVA PL,SACRAMENTO,95825,3,1,1520,255000,167.76,14,4,Residential,Friday,16-May,38.599449,-121.400305
1813 AVENIDA MARTINA,ROSEVILLE,95747,3,2,1506,255000,169.32,25,2,Residential,Friday,16-May,38.776649,-121.339589
191 BARNHART CIR,SACRAMENTO,95835,4,2,2605,257200,98.73,7,5,Residential,Friday,16-May,38.675594,-121.515878
6221 GREEN TOP WAY,ORANGEVALE,95662,3,2,1196,260000,217.39,16,5,Residential,Friday,16-May,38.679409,-121.219107
2298 PRIMROSE LN,LINCOLN,95648,3,2,1621,260000,160.39,25,2,Residential,Friday,16-May,38.89918,-121.322514
5635 LOS PUEBLOS WAY,SACRAMENTO,95835,3,2,1811,263500,145.5,10,5,Residential,Friday,16-May,38.679191,-121.537622
10165 LOFTON WAY,ELK GROVE,95757,3,2,1540,266510,173.06,15,2,Residential,Friday,16-May,38.387708,-121.436522
1251 GREEN RAVINE DR,LINCOLN,95648,4,2,1499,267750,178.62,12,5,Residential,Friday,16-May,38.88156,-121.301343
6001 SHOO FLY RD,PLACERVILLE,95667,4,3,1485,270000,181.82,9,2,Residential,Friday,16-May,38.813546,-120.809254
3040 PARKHAM DR,ROSEVILLE,95747,4,4,1600,271000,169.38,5,2,Residential,Friday,16-May,38.770835,-121.366996
2674 TAM O SHANTER DR,EL DORADO HILLS,95762,4,2,1475,272700,184.88,8,4,Residential,Friday,16-May,38.695801,-121.079216
6007 MARYBELLE LN,SHINGLE SPRINGS,95682,4,3,1399,275000,196.57,5,6,Unkown,Friday,16-May,38.64347,-120.888183
9949 NESTLING CIR,ELK GROVE,95757,3,2,1543,275000,178.22,9,2,Residential,Friday,16-May,38.397455,-121.468391
2915 HOLDREGE WAY,SACRAMENTO,95835,5,3,2494,276000,110.67,16,4,Residential,Friday,16-May,38.663728,-121.525833
2678 BRIARTON DR,LINCOLN,95648,3,2,1650,276500,167.58,5,5,Residential,Friday,16-May,38.844116,-121.274806
294 SPARROW DR,GALT,95632,4,3,2214,278000,125.56,10,6,Residential,Friday,16-May,38.258976,-121.321266
2987 DIORITE WAY,SACRAMENTO,95835,5,3,2280,279000,122.37,13,8,Residential,Friday,16-May,38.667332,-121.528276
6326 APPIAN WAY,CARMICHAEL,95608,3,2,1443,280000,194.04,11,9,Residential,Friday,16-May,38.66266,-121.316858
6905 COBALT WAY,CITRUS HEIGHTS,95621,4,2,1582,280000,176.99,13,8,Residential,Friday,16-May,38.691393,-121.305215
8986 HAFLINGER WAY,ELK GROVE,95757,3,2,1857,285000,153.47,16,3,Residential,Friday,16-May,38.397923,-121.450219
2916 BABSON DR,ELK GROVE,95758,3,2,1735,288000,165.99,24,7,Residential,Friday,16-May,38.417191,-121.473897
10133 NEBBIOLO CT,ELK GROVE,95624,4,3,2096,289000,137.88,12,3,Residential,Friday,16-May,38.391085,-121.347231
1103 COMMONS DR,SACRAMENTO,95825,3,2,1720,290000,168.6,11,2,Residential,Friday,16-May,38.567865,-121.410699
4636 TEAL BAY CT,ANTELOPE,95843,4,2,2160,290000,134.26,19,3,Residential,Friday,16-May,38.704554,-121.354753
1524 YOUNGS AVE,SACRAMENTO,95838,4,2,1382,293996,212.73,17,6,Residential,Friday,16-May,38.644927,-121.43054
865 CONRAD CT,PLACERVILLE,95667,3,2,1375,294000,213.82,12,2,Residential,Friday,16-May,38.729993,-120.802458
8463 TERRACOTTA CT,ELK GROVE,95624,4,2,1721,294173,170.93,20,5,Residential,Friday,16-May,38.450548,-121.363002
5747 KING RD,LOOMIS,95650,4,2,1328,295000,222.14,13,9,Residential,Friday,16-May,38.825096,-121.198432
8253 KEEGAN WAY,ELK GROVE,95624,4,3,1335,298000,223.22,23,3,Residential,Friday,16-May,38.446286,-121.400817
9204 TROUT WAY,ELK GROVE,95624,4,2,1982,298000,150.35,5,5,Residential,Friday,16-May,38.422221,-121.375799
1828 2ND AVE,SACRAMENTO,95818,2,1,1144,299000,261.36,25,7,Residential,Friday,16-May,38.556844,-121.490769
1113 COMMONS DR,SACRAMENTO,95825,2,2,1623,300000,184.84,23,9,Residential,Friday,16-May,38.567795,-121.410703
2341 BIG STRIKE TRL,COOL,95614,3,2,1457,300000,205.9,18,5,Residential,Friday,16-May,38.905927,-120.975169
9452 RED SPRUCE WAY,ELK GROVE,95624,6,3,2555,300000,117.42,15,3,Residential,Friday,16-May,38.404505,-121.346938
5776 TERRACE DR,ROCKLIN,95765,3,2,1577,300567,190.59,24,2,Residential,Friday,16-May,38.800539,-121.260979
5908 MCLEAN DR,ELK GROVE,95757,5,3,2592,303000,116.9,13,6,Residential,Friday,16-May,38.38912,-121.434389
8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,3,2,1401,305000,217.7,6,7,Residential,Friday,16-May,38.715493,-121.26293
1104 HILLSDALE LN,LINCOLN,95648,4,2,1395,306000,219.35,25,2,Residential,Friday,16-May,38.865017,-121.32302
2949 PANAMA AVE,CARMICHAEL,95608,3,2,1502,310000,206.39,5,3,Residential,Friday,16-May,38.618369,-121.326187
1356 HARTLEY WAY,FOLSOM,95630,3,2,1327,310000,233.61,16,9,Residential,Friday,16-May,38.651617,-121.131674
633 HANISCH DR,ROSEVILLE,95678,4,3,1800,310000,172.22,14,6,Residential,Friday,16-May,38.76349,-121.275881
63 ANGEL ISLAND CIR,SACRAMENTO,95831,4,2,2169,311518,143.62,21,3,Residential,Friday,16-May,38.490408,-121.547664
1571 WILD OAK LN,LINCOLN,95648,5,3,2457,312000,126.98,17,9,Residential,Friday,16-May,38.844144,-121.274174
5222 COPPER SUNSET WAY,RANCHO CORDOVA,95742,5,4,2575,313000,121.55,8,3,Residential,Friday,16-May,38.529181,-121.224755
5601 SPINDRIFT LN,ORANGEVALE,95662,4,2,2004,315000,157.19,14,4,Residential,Friday,16-May,38.668289,-121.192316
652 FIFTEEN MILE DR,ROSEVILLE,95678,4,3,2212,315000,142.41,24,7,Residential,Friday,16-May,38.775872,-121.298864
7921 DOE TRAIL WAY,ANTELOPE,95843,5,3,3134,315000,100.51,6,9,Residential,Friday,16-May,38.711927,-121.343608
4204 LUSK DR,SACRAMENTO,95864,3,2,1360,315000,231.62,16,5,Residential,Friday,16-May,38.606569,-121.368424
5321 DELTA DR,ROCKLIN,95765,4,2,1400,315000,225,12,9,Residential,Friday,16-May,38.815493,-121.262908
5608 ROSEDALE WAY,SACRAMENTO,95822,3,2,1276,320000,250.78,23,6,Residential,Friday,16-May,38.525115,-121.518689
3372 BERETANIA WAY,SACRAMENTO,95834,4,3,2962,322000,108.71,13,7,Residential,Friday,16-May,38.64977,-121.53448
2422 STEFANIE DR,ROCKLIN,95765,4,2,1888,325000,172.14,18,8,Residential,Friday,16-May,38.82273,-121.26424
3232 PARKHAM DR,ROSEVILLE,95747,4,3,1875,325500,173.6,17,7,Residential,Friday,16-May,38.772821,-121.364821
448 ELMWOOD CT,ROSEVILLE,95678,3,2,1775,326951,184.2,7,5,Residential,Friday,16-May,38.771917,-121.304439
1214 DAWNWOOD DR,GALT,95632,3,2,1548,328370,212.13,5,7,Residential,Friday,16-May,38.290119,-121.286023
1440 EMERALD LN,LINCOLN,95648,2,2,1499,330000,220.15,21,7,Residential,Friday,16-May,38.861864,-121.267478
3349 CORVINA DR,RANCHO CORDOVA,95670,4,3,2109,330000,156.47,19,5,Residential,Friday,16-May,38.580545,-121.279016
10254 JULIANA WAY,SACRAMENTO,95827,4,2,2484,331200,133.33,23,6,Residential,Friday,16-May,38.56803,-121.309966
149 OPUS CIR,SACRAMENTO,95834,4,3,2258,332000,147.03,5,4,Residential,Friday,16-May,38.6354,-121.53499
580 REGENCY PARK CIR,SACRAMENTO,95835,3,3,2212,334000,150.99,14,6,Residential,Friday,16-May,38.674864,-121.4958
5544 CAMAS CT,ORANGEVALE,95662,3,2,1616,335000,207.3,5,2,Residential,Friday,16-May,38.667703,-121.209456
5102 ARCHCREST WAY,SACRAMENTO,95835,4,2,2372,341000,143.76,7,5,Residential,Friday,16-May,38.66841,-121.494639
5725 BALFOR RD,ROCKLIN,95765,5,3,2606,346375,132.91,23,2,Residential,Friday,16-May,38.807816,-121.270008
7697 ROSEHALL DR,ROSEVILLE,95678,5,3,2675,347225,129.8,7,5,Residential,Friday,16-May,38.79218,-121.28595
4821 HUTSON WAY,ELK GROVE,95757,5,3,2877,349000,121.31,21,5,Residential,Friday,16-May,38.386239,-121.448159
4509 WINJE DR,ANTELOPE,95843,3,2,2960,350000,118.24,12,8,Residential,Friday,16-May,38.709513,-121.359357
1965 LAURELHURST LN,LINCOLN,95648,2,2,2875,350000,121.74,7,2,Residential,Friday,16-May,38.853869,-121.271742
6709 ROSE BRIDGE DR,ROSEVILLE,95678,3,2,2172,350000,161.14,7,2,Residential,Friday,16-May,38.792461,-121.275711
281 SPYGLASS HL,ROSEVILLE,95678,3,2,2100,350000,166.67,12,7,Condo,Friday,16-May,38.762153,-121.283451
7709 RIVER VILLAGE DR,SACRAMENTO,95831,3,2,1795,351000,195.54,21,9,Residential,Friday,16-May,38.483212,-121.54019
4165 BRISBANE CIR,EL DORADO HILLS,95762,3,2,1775,356200,200.68,8,9,Residential,Friday,16-May,38.686067,-121.073413
506 BEDFORD CT,ROSEVILLE,95661,4,2,2295,360000,156.86,20,4,Residential,Friday,16-May,38.733985,-121.236766
9048 PINTO CANYON WAY,ROSEVILLE,95747,4,3,2577,367463,142.59,13,4,Residential,Friday,16-May,38.792493,-121.331899
2274 IVY BRIDGE DR,ROSEVILLE,95747,4,4,1802,375000,208.1,7,9,Residential,Friday,16-May,38.778561,-121.362008
14004 WALNUT AVE,WALNUT GROVE,95690,3,1,1727,380000,220.03,15,5,Residential,Friday,16-May,38.247659,-121.515129
6905 FRANKFORT CT,ELK GROVE,95758,3,2,1485,380578,256.28,10,7,Residential,Friday,16-May,38.429139,-121.423444
3621 WINTUN DR,CARMICHAEL,95608,3,2,1655,386222,233.37,21,9,Residential,Friday,16-May,38.629929,-121.323086
201 KIRKLAND CT,LINCOLN,95648,3,3,1675,389000,232.24,5,8,Residential,Friday,16-May,38.867125,-121.319085
12075 APPLESBURY CT,RANCHO CORDOVA,95742,4,2,1575,390000,247.62,20,4,Residential,Friday,16-May,38.5357,-121.2249
1975 SIDESADDLE WAY,ROSEVILLE,95661,3,2,2049,395500,193.02,14,4,Residential,Friday,16-May,38.737872,-121.249025
5420 ALMOND FALLS WAY,RANCHO CORDOVA,95742,3,3,1975,396000,200.51,18,9,Residential,Friday,16-May,38.527384,-121.233531
9677 PILLITERI CT,ELK GROVE,95757,5,3,2875,397000,138.09,21,3,Residential,Friday,16-May,38.405571,-121.445186
1515 EL CAMINO VERDE DR,LINCOLN,95648,5,4,2895,400000,138.17,6,4,Residential,Friday,16-May,38.904869,-121.32075
556 PLATT CIR,EL DORADO HILLS,95762,4,2,2199,400000,181.9,23,3,Residential,Friday,16-May,38.656299,-121.079783
1792 DIAMOND WOODS CIR,ROSEVILLE,95747,4,3,2225,412500,185.39,10,5,Residential,Friday,16-May,38.808581,-121.32785
1124 PERKINS WAY,SACRAMENTO,95818,2,1,1304,413500,317.1,22,3,Residential,Friday,16-May,38.551611,-121.504437
